3cc39f92-e725-4db2-ad28-da3438ddc495_(t),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),3cc39f92-e725-4db2-ad28-da3438ddc495_(t-1),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t-1)
0.279,0.461,0.0,0.288,0.451
0.288,0.454,1.0,0.279,0.461
0.295,0.452,1.0,0.288,0.454
0.282,0.467,1.0,0.295,0.452
0.283,0.469,1.0,0.282,0.467
0.287,0.469,1.0,0.283,0.469
0.303,0.469,1.0,0.287,0.469
0.309,0.456,0.0,0.303,0.469
0.295,0.44,1.0,0.309,0.456
0.293,0.442,0.0,0.295,0.44
0.294,0.437,0.0,0.293,0.442
0.287,0.435,0.0,0.294,0.437
0.275,0.429,0.0,0.287,0.435
0.289,0.426,0.0,0.275,0.429
0.284,0.408,0.0,0.289,0.426
0.283,0.394,0.0,0.284,0.408
0.293,0.396,0.0,0.283,0.394
0.297,0.404,0.0,0.293,0.396
0.299,0.429,0.0,0.297,0.404
0.3,0.44,1.0,0.299,0.429
0.323,0.472,1.0,0.3,0.44
0.32,0.475,1.0,0.323,0.472
0.326,0.471,1.0,0.32,0.475
0.317,0.476,1.0,0.326,0.471
0.318,0.463,1.0,0.317,0.476
0.323,0.466,1.0,0.318,0.463
0.328,0.462,2.0,0.323,0.466
0.363,0.462,2.0,0.328,0.462
0.381,0.466,2.0,0.363,0.462
0.389,0.459,2.0,0.381,0.466
0.384,0.458,2.0,0.389,0.459
0.379,0.454,2.0,0.384,0.458
0.366,0.46,2.0,0.379,0.454
0.378,0.453,2.0,0.366,0.46
0.381,0.454,2.0,0.378,0.453
0.374,0.457,2.0,0.381,0.454
0.355,0.457,2.0,0.374,0.457
0.337,0.447,2.0,0.355,0.457
0.315,0.444,1.0,0.337,0.447
0.299,0.436,0.0,0.315,0.444
0.293,0.446,1.0,0.299,0.436
0.291,0.438,0.0,0.293,0.446
0.299,0.442,0.0,0.291,0.438
0.299,0.443,1.0,0.299,0.442
0.302,0.453,1.0,0.299,0.443
0.303,0.446,0.0,0.302,0.453
0.31,0.458,1.0,0.303,0.446
0.314,0.458,0.0,0.31,0.458
0.316,0.446,0.0,0.314,0.458
0.308,0.466,1.0,0.316,0.446
0.317,0.46,1.0,0.308,0.466
0.323,0.461,1.0,0.317,0.46
0.32,0.467,0.0,0.323,0.461
0.319,0.471,0.0,0.32,0.467
0.316,0.466,0.0,0.319,0.471
0.302,0.467,1.0,0.316,0.466
0.292,0.47,1.0,0.302,0.467
0.299,0.478,1.0,0.292,0.47
0.31,0.483,1.0,0.299,0.478
0.31,0.468,0.0,0.31,0.483
0.304,0.472,0.0,0.31,0.468
0.306,0.465,1.0,0.304,0.472
0.309,0.467,0.0,0.306,0.465
0.302,0.453,1.0,0.309,0.467
0.308,0.459,1.0,0.302,0.453
0.306,0.441,1.0,0.308,0.459
0.301,0.438,0.0,0.306,0.441
0.295,0.435,1.0,0.301,0.438
0.288,0.433,1.0,0.295,0.435
0.292,0.431,0.0,0.288,0.433
0.289,0.426,0.0,0.292,0.431
0.298,0.433,0.0,0.289,0.426
0.302,0.447,0.0,0.298,0.433
0.31,0.448,0.0,0.302,0.447
0.306,0.446,0.0,0.31,0.448
0.311,0.444,0.0,0.306,0.446
0.308,0.457,0.0,0.311,0.444
0.308,0.451,0.0,0.308,0.457
0.301,0.449,0.0,0.308,0.451
0.298,0.461,0.0,0.301,0.449
0.302,0.48,0.0,0.298,0.461
0.321,0.488,1.0,0.302,0.48
0.322,0.482,0.0,0.321,0.488
0.315,0.48,0.0,0.322,0.482
0.315,0.46,1.0,0.315,0.48
0.322,0.469,1.0,0.315,0.46
0.309,0.461,1.0,0.322,0.469
0.306,0.455,1.0,0.309,0.461
0.301,0.462,1.0,0.306,0.455
0.302,0.476,1.0,0.301,0.462
0.3,0.452,1.0,0.302,0.476
0.292,0.446,1.0,0.3,0.452
0.305,0.456,2.0,0.292,0.446
0.296,0.447,1.0,0.305,0.456
0.302,0.46,1.0,0.296,0.447
0.296,0.452,1.0,0.302,0.46
0.302,0.461,2.0,0.296,0.452
0.331,0.462,1.0,0.302,0.461
0.313,0.47,1.0,0.331,0.462
0.307,0.459,1.0,0.313,0.47
0.298,0.434,1.0,0.307,0.459
0.3,0.434,1.0,0.298,0.434
0.299,0.429,1.0,0.3,0.434
0.29,0.439,1.0,0.299,0.429
0.301,0.435,0.0,0.29,0.439
0.307,0.438,0.0,0.301,0.435
0.304,0.44,0.0,0.307,0.438
0.308,0.437,0.0,0.304,0.44
0.296,0.464,1.0,0.308,0.437
0.31,0.447,1.0,0.296,0.464
0.295,0.461,1.0,0.31,0.447
0.294,0.453,1.0,0.295,0.461
0.291,0.448,1.0,0.294,0.453
0.304,0.435,1.0,0.291,0.448
0.323,0.426,1.0,0.304,0.435
0.323,0.437,1.0,0.323,0.426
0.318,0.434,1.0,0.323,0.437
0.322,0.424,1.0,0.318,0.434
0.315,0.406,1.0,0.322,0.424
0.316,0.419,1.0,0.315,0.406
0.305,0.424,1.0,0.316,0.419
0.32,0.427,1.0,0.305,0.424
0.321,0.44,1.0,0.32,0.427
0.317,0.449,1.0,0.321,0.44
0.307,0.459,1.0,0.317,0.449
0.309,0.451,1.0,0.307,0.459
0.317,0.449,2.0,0.309,0.451
0.321,0.446,1.0,0.317,0.449
0.327,0.449,1.0,0.321,0.446
0.334,0.443,0.0,0.327,0.449
0.332,0.435,0.0,0.334,0.443
0.332,0.425,0.0,0.332,0.435
0.324,0.439,0.0,0.332,0.425
0.319,0.434,0.0,0.324,0.439
0.32,0.436,0.0,0.319,0.434
0.317,0.45,1.0,0.32,0.436
0.309,0.452,0.0,0.317,0.45
0.321,0.453,0.0,0.309,0.452
0.324,0.458,1.0,0.321,0.453
0.327,0.46,0.0,0.324,0.458
0.333,0.453,0.0,0.327,0.46
0.329,0.456,1.0,0.333,0.453
0.331,0.463,1.0,0.329,0.456
0.319,0.459,1.0,0.331,0.463
0.301,0.449,0.0,0.319,0.459
0.303,0.451,0.0,0.301,0.449
0.302,0.457,1.0,0.303,0.451
0.315,0.459,0.0,0.302,0.457
0.318,0.462,0.0,0.315,0.459
0.315,0.453,0.0,0.318,0.462
0.315,0.456,0.0,0.315,0.453
0.309,0.444,0.0,0.315,0.456
0.309,0.429,0.0,0.309,0.444
0.31,0.423,0.0,0.309,0.429
0.313,0.421,0.0,0.31,0.423
0.308,0.422,0.0,0.313,0.421
0.299,0.415,0.0,0.308,0.422
0.298,0.437,0.0,0.299,0.415
0.303,0.44,0.0,0.298,0.437
0.319,0.446,0.0,0.303,0.44
0.313,0.451,0.0,0.319,0.446
0.289,0.444,0.0,0.313,0.451
0.295,0.463,0.0,0.289,0.444
0.312,0.463,1.0,0.295,0.463
0.319,0.474,2.0,0.312,0.463
0.327,0.482,2.0,0.319,0.474
0.334,0.495,2.0,0.327,0.482
0.328,0.507,2.0,0.334,0.495
0.328,0.496,2.0,0.328,0.507
0.323,0.481,2.0,0.328,0.496
0.326,0.505,1.0,0.323,0.481
0.346,0.498,2.0,0.326,0.505
0.339,0.484,1.0,0.346,0.498
0.341,0.48,1.0,0.339,0.484
0.33,0.478,1.0,0.341,0.48
0.32,0.474,1.0,0.33,0.478
0.323,0.463,1.0,0.32,0.474
0.316,0.443,1.0,0.323,0.463
0.32,0.453,2.0,0.316,0.443
0.312,0.456,1.0,0.32,0.453
0.301,0.452,0.0,0.312,0.456
0.289,0.445,0.0,0.301,0.452
0.293,0.452,0.0,0.289,0.445
0.292,0.449,0.0,0.293,0.452
0.302,0.444,0.0,0.292,0.449
0.295,0.448,2.0,0.302,0.444
0.299,0.46,1.0,0.295,0.448
0.297,0.453,1.0,0.299,0.46
0.295,0.455,1.0,0.297,0.453
0.305,0.447,1.0,0.295,0.455
0.315,0.471,1.0,0.305,0.447
0.317,0.477,0.0,0.315,0.471
0.315,0.49,0.0,0.317,0.477
0.313,0.511,1.0,0.315,0.49
0.313,0.511,1.0,0.313,0.511
0.327,0.515,1.0,0.313,0.511
0.319,0.512,0.0,0.327,0.515
0.322,0.504,0.0,0.319,0.512
0.322,0.496,0.0,0.322,0.504
0.338,0.499,1.0,0.322,0.496
0.334,0.47,1.0,0.338,0.499
0.33,0.467,1.0,0.334,0.47
0.328,0.463,1.0,0.33,0.467
0.307,0.473,1.0,0.328,0.463
0.293,0.451,1.0,0.307,0.473
0.299,0.465,1.0,0.293,0.451
0.314,0.456,1.0,0.299,0.465
0.298,0.446,1.0,0.314,0.456
0.304,0.453,1.0,0.298,0.446
0.307,0.454,1.0,0.304,0.453
0.316,0.482,1.0,0.307,0.454
0.309,0.484,1.0,0.316,0.482
0.313,0.477,1.0,0.309,0.484
0.327,0.467,1.0,0.313,0.477
0.333,0.465,0.0,0.327,0.467
0.322,0.464,1.0,0.333,0.465
0.315,0.461,0.0,0.322,0.464
0.324,0.457,0.0,0.315,0.461
0.321,0.456,0.0,0.324,0.457
0.312,0.456,0.0,0.321,0.456
0.316,0.449,0.0,0.312,0.456
0.306,0.45,0.0,0.316,0.449
0.3,0.428,1.0,0.306,0.45
0.292,0.42,1.0,0.3,0.428
0.303,0.433,1.0,0.292,0.42
0.298,0.435,2.0,0.303,0.433
0.302,0.448,2.0,0.298,0.435
0.296,0.442,2.0,0.302,0.448
0.283,0.438,2.0,0.296,0.442
0.295,0.445,2.0,0.283,0.438
0.294,0.457,2.0,0.295,0.445
0.294,0.449,1.0,0.294,0.457
0.296,0.445,0.0,0.294,0.449
0.291,0.452,1.0,0.296,0.445
0.288,0.453,0.0,0.291,0.452
0.31,0.46,0.0,0.288,0.453
0.308,0.448,0.0,0.31,0.46
0.321,0.446,0.0,0.308,0.448
0.315,0.464,1.0,0.321,0.446
0.302,0.444,0.0,0.315,0.464
0.294,0.441,0.0,0.302,0.444
0.316,0.467,1.0,0.294,0.441
0.321,0.48,1.0,0.316,0.467
0.315,0.475,0.0,0.321,0.48
0.311,0.488,1.0,0.315,0.475
0.305,0.479,1.0,0.311,0.488
0.302,0.472,1.0,0.305,0.479
0.294,0.484,1.0,0.302,0.472
0.298,0.483,1.0,0.294,0.484
0.298,0.477,1.0,0.298,0.483
0.3,0.471,1.0,0.298,0.477
0.297,0.469,0.0,0.3,0.471
0.294,0.435,0.0,0.297,0.469
0.294,0.422,0.0,0.294,0.435
0.299,0.418,0.0,0.294,0.422
0.29,0.421,0.0,0.299,0.418
0.301,0.418,1.0,0.29,0.421
0.302,0.404,0.0,0.301,0.418
0.306,0.413,0.0,0.302,0.404
0.298,0.413,0.0,0.306,0.413
0.293,0.43,0.0,0.298,0.413
0.296,0.438,2.0,0.293,0.43
0.301,0.444,1.0,0.296,0.438
0.3,0.44,1.0,0.301,0.444
0.296,0.449,1.0,0.3,0.44
0.294,0.453,2.0,0.296,0.449
0.3,0.464,2.0,0.294,0.453
0.304,0.469,1.0,0.3,0.464
0.306,0.47,0.0,0.304,0.469
0.309,0.45,1.0,0.306,0.47
0.322,0.459,1.0,0.309,0.45
0.332,0.466,1.0,0.322,0.459
0.326,0.469,0.0,0.332,0.466
0.325,0.473,0.0,0.326,0.469
0.332,0.463,0.0,0.325,0.473
0.318,0.455,1.0,0.332,0.463
0.318,0.462,1.0,0.318,0.455
0.314,0.453,1.0,0.318,0.462
0.331,0.459,1.0,0.314,0.453
0.345,0.472,2.0,0.331,0.459
0.35,0.468,2.0,0.345,0.472
0.357,0.472,2.0,0.35,0.468
0.35,0.468,2.0,0.357,0.472
0.334,0.468,1.0,0.35,0.468
0.33,0.467,1.0,0.334,0.468
0.32,0.471,1.0,0.33,0.467
0.313,0.444,1.0,0.32,0.471
0.309,0.468,0.0,0.313,0.444
0.311,0.462,1.0,0.309,0.468
0.309,0.455,2.0,0.311,0.462
0.31,0.45,2.0,0.309,0.455
0.301,0.446,2.0,0.31,0.45
0.308,0.44,2.0,0.301,0.446
0.299,0.439,2.0,0.308,0.44
0.32,0.451,2.0,0.299,0.439
0.315,0.45,2.0,0.32,0.451
0.302,0.45,2.0,0.315,0.45
0.298,0.448,1.0,0.302,0.45
0.299,0.431,1.0,0.298,0.448
0.305,0.439,1.0,0.299,0.431
0.308,0.433,1.0,0.305,0.439
0.313,0.438,0.0,0.308,0.433
0.294,0.437,0.0,0.313,0.438
0.289,0.448,1.0,0.294,0.437
0.289,0.464,1.0,0.289,0.448
0.291,0.468,0.0,0.289,0.464
0.298,0.494,0.0,0.291,0.468
0.298,0.514,0.0,0.298,0.494
0.305,0.505,0.0,0.298,0.514
0.302,0.48,0.0,0.305,0.505
0.3,0.479,0.0,0.302,0.48
0.3,0.481,0.0,0.3,0.479
0.3,0.499,0.0,0.3,0.481
0.298,0.48,1.0,0.3,0.499
0.287,0.473,0.0,0.298,0.48
0.293,0.474,0.0,0.287,0.473
