90a75961-332c-48e3-a48e-0332d9a9b592_(t),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),90a75961-332c-48e3-a48e-0332d9a9b592_(t-1),bdbca314-bf54-4404-92d4-d250cce9e6d1_(t-1)
0.475,0.565,0.0,0.457,0.567
0.474,0.589,0.0,0.475,0.565
0.491,0.576,0.0,0.474,0.589
0.505,0.573,1.0,0.491,0.576
0.494,0.579,0.0,0.505,0.573
0.486,0.6,1.0,0.494,0.579
0.478,0.603,0.0,0.486,0.6
0.47,0.596,0.0,0.478,0.603
0.465,0.599,1.0,0.47,0.596
0.461,0.586,0.0,0.465,0.599
0.455,0.584,0.0,0.461,0.586
0.467,0.593,0.0,0.455,0.584
0.463,0.573,0.0,0.467,0.593
0.455,0.573,1.0,0.463,0.573
0.444,0.584,0.0,0.455,0.573
0.458,0.583,1.0,0.444,0.584
0.464,0.583,1.0,0.458,0.583
0.463,0.576,1.0,0.464,0.583
0.473,0.575,1.0,0.463,0.576
0.476,0.569,1.0,0.473,0.575
0.452,0.566,0.0,0.476,0.569
0.444,0.57,0.0,0.452,0.566
0.442,0.568,0.0,0.444,0.57
0.446,0.581,0.0,0.442,0.568
0.444,0.567,0.0,0.446,0.581
0.441,0.564,1.0,0.444,0.567
0.439,0.566,0.0,0.441,0.564
0.444,0.56,0.0,0.439,0.566
0.456,0.573,0.0,0.444,0.56
0.46,0.585,0.0,0.456,0.573
0.469,0.573,0.0,0.46,0.585
0.469,0.576,0.0,0.469,0.573
0.495,0.572,0.0,0.469,0.576
0.484,0.579,0.0,0.495,0.572
0.477,0.572,0.0,0.484,0.579
0.478,0.57,0.0,0.477,0.572
0.472,0.571,0.0,0.478,0.57
0.483,0.583,0.0,0.472,0.571
0.472,0.565,0.0,0.483,0.583
0.463,0.559,0.0,0.472,0.565
0.453,0.553,0.0,0.463,0.559
0.443,0.562,0.0,0.453,0.553
0.439,0.551,0.0,0.443,0.562
0.442,0.551,0.0,0.439,0.551
0.456,0.558,0.0,0.442,0.551
0.46,0.572,0.0,0.456,0.558
0.457,0.56,0.0,0.46,0.572
0.45,0.569,0.0,0.457,0.56
0.452,0.588,1.0,0.45,0.569
0.463,0.591,1.0,0.452,0.588
0.474,0.59,1.0,0.463,0.591
0.474,0.591,2.0,0.474,0.59
0.455,0.594,2.0,0.474,0.591
0.453,0.573,1.0,0.455,0.594
0.452,0.576,0.0,0.453,0.573
0.446,0.584,0.0,0.452,0.576
0.443,0.572,0.0,0.446,0.584
0.439,0.576,0.0,0.443,0.572
0.448,0.58,0.0,0.439,0.576
0.454,0.583,0.0,0.448,0.58
0.46,0.571,0.0,0.454,0.583
0.46,0.569,0.0,0.46,0.571
0.463,0.571,1.0,0.46,0.569
0.454,0.571,0.0,0.463,0.571
0.456,0.581,1.0,0.454,0.571
0.466,0.587,0.0,0.456,0.581
0.468,0.583,0.0,0.466,0.587
0.474,0.566,0.0,0.468,0.583
0.487,0.559,0.0,0.474,0.566
0.483,0.567,0.0,0.487,0.559
0.48,0.577,1.0,0.483,0.567
0.473,0.573,0.0,0.48,0.577
0.475,0.59,2.0,0.473,0.573
0.476,0.581,2.0,0.475,0.59
0.484,0.566,2.0,0.476,0.581
0.462,0.566,2.0,0.484,0.566
0.456,0.558,2.0,0.462,0.566
0.454,0.552,1.0,0.456,0.558
0.473,0.565,1.0,0.454,0.552
0.475,0.566,1.0,0.473,0.565
0.453,0.55,2.0,0.475,0.566
0.456,0.565,2.0,0.453,0.55
0.459,0.576,1.0,0.456,0.565
0.464,0.563,1.0,0.459,0.576
0.456,0.583,1.0,0.464,0.563
0.453,0.603,0.0,0.456,0.583
0.464,0.606,1.0,0.453,0.603
0.464,0.595,0.0,0.464,0.606
0.455,0.578,0.0,0.464,0.595
0.453,0.591,0.0,0.455,0.578
0.467,0.588,0.0,0.453,0.591
0.451,0.577,0.0,0.467,0.588
0.466,0.566,0.0,0.451,0.577
0.457,0.575,0.0,0.466,0.566
0.443,0.563,0.0,0.457,0.575
0.444,0.582,0.0,0.443,0.563
0.434,0.562,0.0,0.444,0.582
0.432,0.552,0.0,0.434,0.562
0.431,0.568,0.0,0.432,0.552
0.439,0.552,0.0,0.431,0.568
0.452,0.564,0.0,0.439,0.552
0.458,0.569,0.0,0.452,0.564
0.45,0.562,0.0,0.458,0.569
0.456,0.565,0.0,0.45,0.562
0.458,0.57,0.0,0.456,0.565
0.463,0.565,0.0,0.458,0.57
0.468,0.569,0.0,0.463,0.565
0.468,0.575,0.0,0.468,0.569
0.473,0.587,0.0,0.468,0.575
0.472,0.595,0.0,0.473,0.587
0.475,0.605,0.0,0.472,0.595
0.471,0.598,0.0,0.475,0.605
0.484,0.59,0.0,0.471,0.598
0.481,0.596,0.0,0.484,0.59
0.477,0.59,0.0,0.481,0.596
0.491,0.586,0.0,0.477,0.59
0.487,0.583,0.0,0.491,0.586
0.479,0.571,0.0,0.487,0.583
0.468,0.577,0.0,0.479,0.571
0.455,0.592,0.0,0.468,0.577
0.45,0.574,0.0,0.455,0.592
0.46,0.576,1.0,0.45,0.574
0.464,0.601,0.0,0.46,0.576
0.466,0.573,1.0,0.464,0.601
0.472,0.572,1.0,0.466,0.573
0.472,0.568,0.0,0.472,0.572
0.47,0.559,1.0,0.472,0.568
0.473,0.554,1.0,0.47,0.559
0.469,0.564,1.0,0.473,0.554
0.455,0.558,0.0,0.469,0.564
0.458,0.554,0.0,0.455,0.558
0.464,0.569,0.0,0.458,0.554
0.444,0.56,0.0,0.464,0.569
0.452,0.564,0.0,0.444,0.56
0.441,0.558,0.0,0.452,0.564
0.441,0.553,0.0,0.441,0.558
0.434,0.557,0.0,0.441,0.553
0.44,0.553,0.0,0.434,0.557
0.434,0.559,0.0,0.44,0.553
0.448,0.559,0.0,0.434,0.559
0.455,0.565,0.0,0.448,0.559
0.468,0.572,0.0,0.455,0.565
0.449,0.587,0.0,0.468,0.572
0.45,0.598,1.0,0.449,0.587
0.451,0.595,0.0,0.45,0.598
0.453,0.595,0.0,0.451,0.595
0.447,0.584,0.0,0.453,0.595
0.451,0.574,0.0,0.447,0.584
0.457,0.577,1.0,0.451,0.574
0.444,0.57,0.0,0.457,0.577
0.456,0.556,0.0,0.444,0.57
0.458,0.554,1.0,0.456,0.556
0.461,0.56,2.0,0.458,0.554
0.469,0.557,1.0,0.461,0.56
0.455,0.545,0.0,0.469,0.557
0.452,0.543,0.0,0.455,0.545
0.468,0.557,1.0,0.452,0.543
0.463,0.551,1.0,0.468,0.557
0.451,0.557,0.0,0.463,0.551
0.449,0.555,1.0,0.451,0.557
0.449,0.557,1.0,0.449,0.555
0.452,0.558,1.0,0.449,0.557
0.457,0.566,1.0,0.452,0.558
0.454,0.562,1.0,0.457,0.566
0.456,0.576,1.0,0.454,0.562
0.455,0.571,0.0,0.456,0.576
0.458,0.568,0.0,0.455,0.571
0.458,0.563,0.0,0.458,0.568
0.469,0.584,0.0,0.458,0.563
0.47,0.581,0.0,0.469,0.584
0.465,0.591,0.0,0.47,0.581
0.453,0.598,1.0,0.465,0.591
0.454,0.604,0.0,0.453,0.598
0.453,0.614,1.0,0.454,0.604
0.456,0.621,1.0,0.453,0.614
0.476,0.614,0.0,0.456,0.621
0.459,0.586,1.0,0.476,0.614
0.464,0.575,1.0,0.459,0.586
0.453,0.578,1.0,0.464,0.575
0.449,0.572,0.0,0.453,0.578
0.455,0.566,1.0,0.449,0.572
0.46,0.564,0.0,0.455,0.566
0.455,0.56,0.0,0.46,0.564
0.449,0.583,0.0,0.455,0.56
0.455,0.574,1.0,0.449,0.583
0.444,0.59,1.0,0.455,0.574
0.459,0.577,1.0,0.444,0.59
0.45,0.578,1.0,0.459,0.577
0.447,0.577,1.0,0.45,0.578
0.458,0.587,0.0,0.447,0.577
0.469,0.592,1.0,0.458,0.587
0.462,0.596,1.0,0.469,0.592
0.457,0.586,1.0,0.462,0.596
0.458,0.586,2.0,0.457,0.586
0.477,0.589,0.0,0.458,0.586
0.465,0.591,1.0,0.477,0.589
0.463,0.592,0.0,0.465,0.591
0.466,0.585,0.0,0.463,0.592
0.465,0.59,0.0,0.466,0.585
0.467,0.566,0.0,0.465,0.59
0.454,0.571,1.0,0.467,0.566
0.477,0.576,1.0,0.454,0.571
0.472,0.583,1.0,0.477,0.576
0.473,0.585,1.0,0.472,0.583
0.47,0.592,1.0,0.473,0.585
0.462,0.584,1.0,0.47,0.592
0.451,0.584,1.0,0.462,0.584
0.456,0.571,0.0,0.451,0.584
0.457,0.564,0.0,0.456,0.571
0.46,0.556,0.0,0.457,0.564
0.444,0.58,0.0,0.46,0.556
0.448,0.565,0.0,0.444,0.58
0.456,0.562,0.0,0.448,0.565
0.467,0.568,0.0,0.456,0.562
0.461,0.567,0.0,0.467,0.568
0.464,0.591,0.0,0.461,0.567
0.471,0.577,0.0,0.464,0.591
0.48,0.592,0.0,0.471,0.577
0.477,0.588,1.0,0.48,0.592
0.466,0.589,1.0,0.477,0.588
0.465,0.582,1.0,0.466,0.589
0.471,0.577,1.0,0.465,0.582
0.447,0.572,1.0,0.471,0.577
0.455,0.578,2.0,0.447,0.572
0.449,0.581,1.0,0.455,0.578
0.45,0.586,1.0,0.449,0.581
0.443,0.576,0.0,0.45,0.586
0.451,0.576,0.0,0.443,0.576
0.46,0.578,0.0,0.451,0.576
0.465,0.584,0.0,0.46,0.578
0.482,0.578,1.0,0.465,0.584
0.474,0.566,0.0,0.482,0.578
0.465,0.565,1.0,0.474,0.566
0.458,0.567,1.0,0.465,0.565
0.452,0.562,0.0,0.458,0.567
0.454,0.568,1.0,0.452,0.562
0.466,0.577,0.0,0.454,0.568
0.464,0.581,0.0,0.466,0.577
0.453,0.582,0.0,0.464,0.581
0.45,0.577,1.0,0.453,0.582
0.45,0.572,1.0,0.45,0.577
0.447,0.577,1.0,0.45,0.572
0.457,0.574,0.0,0.447,0.577
0.447,0.565,0.0,0.457,0.574
0.456,0.561,1.0,0.447,0.565
0.455,0.562,1.0,0.456,0.561
0.447,0.546,1.0,0.455,0.562
0.465,0.554,0.0,0.447,0.546
0.451,0.551,0.0,0.465,0.554
0.442,0.543,1.0,0.451,0.551
0.442,0.55,1.0,0.442,0.543
0.439,0.561,1.0,0.442,0.55
0.449,0.564,1.0,0.439,0.561
0.436,0.563,1.0,0.449,0.564
0.441,0.566,1.0,0.436,0.563
0.443,0.564,1.0,0.441,0.566
0.44,0.561,2.0,0.443,0.564
0.446,0.567,2.0,0.44,0.561
0.457,0.557,2.0,0.446,0.567
0.458,0.555,0.0,0.457,0.557
0.468,0.569,1.0,0.458,0.555
0.453,0.566,1.0,0.468,0.569
0.448,0.587,1.0,0.453,0.566
0.462,0.582,1.0,0.448,0.587
0.47,0.59,1.0,0.462,0.582
0.474,0.588,1.0,0.47,0.59
0.477,0.576,1.0,0.474,0.588
0.475,0.579,2.0,0.477,0.576
0.478,0.588,2.0,0.475,0.579
0.479,0.582,1.0,0.478,0.588
0.48,0.574,1.0,0.479,0.582
0.473,0.572,1.0,0.48,0.574
0.476,0.58,1.0,0.473,0.572
0.47,0.569,0.0,0.476,0.58
0.467,0.575,0.0,0.47,0.569
0.488,0.585,0.0,0.467,0.575
0.484,0.57,1.0,0.488,0.585
0.497,0.581,0.0,0.484,0.57
0.502,0.569,0.0,0.497,0.581
0.499,0.573,1.0,0.502,0.569
0.491,0.558,0.0,0.499,0.573
0.501,0.57,0.0,0.491,0.558
0.482,0.572,0.0,0.501,0.57
0.479,0.575,0.0,0.482,0.572
0.451,0.581,0.0,0.479,0.575
0.44,0.577,0.0,0.451,0.581
0.451,0.573,0.0,0.44,0.577
0.438,0.574,0.0,0.451,0.573
0.435,0.592,0.0,0.438,0.574
0.439,0.573,0.0,0.435,0.592
0.436,0.556,0.0,0.439,0.573
0.443,0.554,0.0,0.436,0.556
0.439,0.546,0.0,0.443,0.554
0.448,0.548,0.0,0.439,0.546
0.445,0.555,1.0,0.448,0.548
0.451,0.571,0.0,0.445,0.555
0.459,0.571,0.0,0.451,0.571
0.458,0.568,0.0,0.459,0.571
0.465,0.581,0.0,0.458,0.568
0.475,0.599,0.0,0.465,0.581
0.482,0.592,0.0,0.475,0.599
0.473,0.581,0.0,0.482,0.592
0.461,0.584,0.0,0.473,0.581
0.47,0.584,0.0,0.461,0.584
0.478,0.571,0.0,0.47,0.584
0.477,0.567,1.0,0.478,0.571
0.458,0.566,1.0,0.477,0.567
0.46,0.574,1.0,0.458,0.566
0.465,0.572,0.0,0.46,0.574
0.467,0.572,1.0,0.465,0.572
0.454,0.586,1.0,0.467,0.572
0.438,0.59,1.0,0.454,0.586
0.435,0.582,1.0,0.438,0.59
0.447,0.58,2.0,0.435,0.582
0.426,0.57,1.0,0.447,0.58
0.432,0.565,1.0,0.426,0.57
