3cc39f92-e725-4db2-ad28-da3438ddc495_(t),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),3cc39f92-e725-4db2-ad28-da3438ddc495_(t-1),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t-1)
0.288,0.444,0.0,0.28,0.434
0.271,0.444,0.0,0.288,0.444
0.269,0.439,0.0,0.271,0.444
0.275,0.435,0.0,0.269,0.439
0.27,0.454,0.0,0.275,0.435
0.277,0.449,0.0,0.27,0.454
0.272,0.444,0.0,0.277,0.449
0.276,0.46,0.0,0.272,0.444
0.27,0.463,0.0,0.276,0.46
0.277,0.44,0.0,0.27,0.463
0.273,0.439,0.0,0.277,0.44
0.265,0.434,0.0,0.273,0.439
0.28,0.446,0.0,0.265,0.434
0.285,0.452,0.0,0.28,0.446
0.296,0.438,0.0,0.285,0.452
0.301,0.438,0.0,0.296,0.438
0.302,0.443,0.0,0.301,0.438
0.3,0.437,0.0,0.302,0.443
0.297,0.422,0.0,0.3,0.437
0.28,0.434,0.0,0.297,0.422
0.275,0.43,0.0,0.28,0.434
0.283,0.429,0.0,0.275,0.43
0.284,0.439,0.0,0.283,0.429
0.288,0.428,0.0,0.284,0.439
0.296,0.425,0.0,0.288,0.428
0.293,0.412,0.0,0.296,0.425
0.29,0.427,0.0,0.293,0.412
0.293,0.418,0.0,0.29,0.427
0.288,0.413,0.0,0.293,0.418
0.29,0.391,0.0,0.288,0.413
0.289,0.404,0.0,0.29,0.391
0.276,0.43,0.0,0.289,0.404
0.274,0.436,0.0,0.276,0.43
0.283,0.443,0.0,0.274,0.436
0.274,0.449,0.0,0.283,0.443
0.278,0.456,0.0,0.274,0.449
0.273,0.452,0.0,0.278,0.456
0.275,0.445,0.0,0.273,0.452
0.279,0.451,0.0,0.275,0.445
0.287,0.465,0.0,0.279,0.451
0.288,0.463,0.0,0.287,0.465
0.287,0.457,0.0,0.288,0.463
0.298,0.425,0.0,0.287,0.457
0.289,0.421,0.0,0.298,0.425
0.303,0.416,0.0,0.289,0.421
0.3,0.413,0.0,0.303,0.416
0.301,0.42,0.0,0.3,0.413
0.292,0.413,0.0,0.301,0.42
0.296,0.406,0.0,0.292,0.413
0.293,0.424,0.0,0.296,0.406
0.3,0.421,0.0,0.293,0.424
0.295,0.418,0.0,0.3,0.421
0.295,0.443,0.0,0.295,0.418
0.3,0.428,0.0,0.295,0.443
0.29,0.443,0.0,0.3,0.428
0.289,0.453,0.0,0.29,0.443
0.295,0.45,0.0,0.289,0.453
0.292,0.454,0.0,0.295,0.45
0.288,0.458,0.0,0.292,0.454
0.293,0.459,0.0,0.288,0.458
0.298,0.459,0.0,0.293,0.459
0.294,0.475,0.0,0.298,0.459
0.294,0.453,0.0,0.294,0.475
0.28,0.456,0.0,0.294,0.453
0.271,0.456,0.0,0.28,0.456
0.272,0.446,0.0,0.271,0.456
0.27,0.432,0.0,0.272,0.446
0.281,0.431,0.0,0.27,0.432
0.275,0.441,0.0,0.281,0.431
0.277,0.447,0.0,0.275,0.441
0.284,0.428,0.0,0.277,0.447
0.288,0.418,0.0,0.284,0.428
0.285,0.43,0.0,0.288,0.418
0.28,0.455,0.0,0.285,0.43
0.282,0.452,0.0,0.28,0.455
0.3,0.452,0.0,0.282,0.452
0.268,0.462,0.0,0.3,0.452
0.273,0.471,0.0,0.268,0.462
0.276,0.462,0.0,0.273,0.471
0.286,0.455,0.0,0.276,0.462
0.295,0.456,0.0,0.286,0.455
0.285,0.451,0.0,0.295,0.456
0.276,0.458,0.0,0.285,0.451
0.286,0.439,0.0,0.276,0.458
0.278,0.437,0.0,0.286,0.439
0.284,0.434,0.0,0.278,0.437
0.278,0.42,0.0,0.284,0.434
0.292,0.408,0.0,0.278,0.42
0.293,0.394,0.0,0.292,0.408
0.295,0.4,0.0,0.293,0.394
0.294,0.405,0.0,0.295,0.4
0.298,0.403,0.0,0.294,0.405
0.284,0.392,0.0,0.298,0.403
0.282,0.382,0.0,0.284,0.392
0.281,0.381,0.0,0.282,0.382
0.279,0.384,0.0,0.281,0.381
0.285,0.385,0.0,0.279,0.384
0.286,0.394,0.0,0.285,0.385
0.288,0.392,0.0,0.286,0.394
0.296,0.4,0.0,0.288,0.392
0.296,0.403,0.0,0.296,0.4
0.289,0.406,0.0,0.296,0.403
0.3,0.404,0.0,0.289,0.406
0.295,0.414,0.0,0.3,0.404
0.296,0.426,0.0,0.295,0.414
0.312,0.427,0.0,0.296,0.426
0.3,0.441,0.0,0.312,0.427
0.286,0.433,0.0,0.3,0.441
0.292,0.434,0.0,0.286,0.433
0.294,0.443,0.0,0.292,0.434
0.288,0.424,0.0,0.294,0.443
0.293,0.433,0.0,0.288,0.424
0.291,0.453,0.0,0.293,0.433
0.297,0.44,0.0,0.291,0.453
0.291,0.441,0.0,0.297,0.44
0.285,0.431,0.0,0.291,0.441
0.285,0.421,0.0,0.285,0.431
0.292,0.412,0.0,0.285,0.421
0.285,0.416,0.0,0.292,0.412
0.292,0.412,0.0,0.285,0.416
0.299,0.417,0.0,0.292,0.412
0.284,0.416,0.0,0.299,0.417
0.284,0.405,0.0,0.284,0.416
0.275,0.421,0.0,0.284,0.405
0.276,0.415,0.0,0.275,0.421
0.288,0.413,0.0,0.276,0.415
0.282,0.415,0.0,0.288,0.413
0.284,0.425,0.0,0.282,0.415
0.281,0.439,0.0,0.284,0.425
0.275,0.439,0.0,0.281,0.439
0.279,0.436,0.0,0.275,0.439
0.288,0.433,0.0,0.279,0.436
0.282,0.443,0.0,0.288,0.433
0.282,0.429,0.0,0.282,0.443
0.281,0.428,0.0,0.282,0.429
0.278,0.437,0.0,0.281,0.428
0.282,0.433,0.0,0.278,0.437
0.284,0.439,0.0,0.282,0.433
0.278,0.431,0.0,0.284,0.439
0.274,0.429,0.0,0.278,0.431
0.265,0.433,0.0,0.274,0.429
0.276,0.429,0.0,0.265,0.433
0.273,0.415,0.0,0.276,0.429
0.272,0.432,0.0,0.273,0.415
0.278,0.434,0.0,0.272,0.432
0.281,0.429,0.0,0.278,0.434
0.295,0.424,0.0,0.281,0.429
0.303,0.421,0.0,0.295,0.424
0.321,0.429,0.0,0.303,0.421
0.322,0.421,0.0,0.321,0.429
0.321,0.419,0.0,0.322,0.421
0.327,0.414,0.0,0.321,0.419
0.321,0.413,0.0,0.327,0.414
0.312,0.407,0.0,0.321,0.413
0.303,0.416,0.0,0.312,0.407
0.315,0.418,0.0,0.303,0.416
0.321,0.436,0.0,0.315,0.418
0.325,0.434,1.0,0.321,0.436
0.322,0.426,0.0,0.325,0.434
0.317,0.444,1.0,0.322,0.426
0.306,0.446,0.0,0.317,0.444
0.318,0.451,0.0,0.306,0.446
0.309,0.45,1.0,0.318,0.451
0.304,0.439,0.0,0.309,0.45
0.298,0.45,0.0,0.304,0.439
0.298,0.451,0.0,0.298,0.45
0.309,0.458,0.0,0.298,0.451
0.322,0.442,0.0,0.309,0.458
0.32,0.449,0.0,0.322,0.442
0.31,0.44,0.0,0.32,0.449
0.301,0.45,0.0,0.31,0.44
0.297,0.45,1.0,0.301,0.45
0.295,0.454,0.0,0.297,0.45
0.305,0.462,0.0,0.295,0.454
0.304,0.467,0.0,0.305,0.462
0.32,0.471,0.0,0.304,0.467
0.326,0.448,1.0,0.32,0.471
0.319,0.442,1.0,0.326,0.448
0.313,0.447,1.0,0.319,0.442
0.318,0.434,1.0,0.313,0.447
0.32,0.413,0.0,0.318,0.434
0.319,0.418,0.0,0.32,0.413
0.306,0.419,0.0,0.319,0.418
0.303,0.426,0.0,0.306,0.419
0.306,0.446,0.0,0.303,0.426
0.308,0.431,0.0,0.306,0.446
0.31,0.433,0.0,0.308,0.431
0.312,0.434,0.0,0.31,0.433
0.308,0.436,0.0,0.312,0.434
0.309,0.45,0.0,0.308,0.436
0.313,0.452,0.0,0.309,0.45
0.314,0.445,0.0,0.313,0.452
0.312,0.451,0.0,0.314,0.445
0.305,0.446,0.0,0.312,0.451
0.308,0.426,0.0,0.305,0.446
0.303,0.426,0.0,0.308,0.426
0.301,0.428,0.0,0.303,0.426
0.308,0.429,1.0,0.301,0.428
0.296,0.419,0.0,0.308,0.429
0.288,0.408,0.0,0.296,0.419
0.288,0.398,0.0,0.288,0.408
0.297,0.403,0.0,0.288,0.398
0.294,0.399,0.0,0.297,0.403
0.288,0.4,0.0,0.294,0.399
0.297,0.405,0.0,0.288,0.4
0.295,0.409,0.0,0.297,0.405
0.296,0.398,0.0,0.295,0.409
0.318,0.401,0.0,0.296,0.398
0.323,0.414,0.0,0.318,0.401
0.328,0.428,0.0,0.323,0.414
0.349,0.441,0.0,0.328,0.428
0.354,0.437,0.0,0.349,0.441
0.354,0.44,0.0,0.354,0.437
0.35,0.441,0.0,0.354,0.44
0.354,0.432,0.0,0.35,0.441
0.35,0.428,0.0,0.354,0.432
0.361,0.438,0.0,0.35,0.428
0.311,0.445,0.0,0.361,0.438
0.305,0.445,0.0,0.311,0.445
0.306,0.438,0.0,0.305,0.445
0.301,0.443,0.0,0.306,0.438
0.296,0.455,0.0,0.301,0.443
0.295,0.461,0.0,0.296,0.455
0.308,0.451,0.0,0.295,0.461
0.306,0.451,0.0,0.308,0.451
0.306,0.456,0.0,0.306,0.451
0.301,0.468,0.0,0.306,0.456
0.297,0.459,0.0,0.301,0.468
0.304,0.464,0.0,0.297,0.459
0.302,0.46,0.0,0.304,0.464
0.302,0.455,0.0,0.302,0.46
0.302,0.443,0.0,0.302,0.455
0.316,0.451,0.0,0.302,0.443
0.306,0.453,0.0,0.316,0.451
0.314,0.447,0.0,0.306,0.453
0.313,0.445,0.0,0.314,0.447
0.313,0.44,0.0,0.313,0.445
0.311,0.438,0.0,0.313,0.44
0.307,0.431,1.0,0.311,0.438
0.3,0.463,0.0,0.307,0.431
0.297,0.462,1.0,0.3,0.463
0.295,0.455,0.0,0.297,0.462
0.302,0.448,0.0,0.295,0.455
0.294,0.47,1.0,0.302,0.448
0.295,0.469,1.0,0.294,0.47
0.296,0.48,1.0,0.295,0.469
0.305,0.481,1.0,0.296,0.48
0.298,0.483,0.0,0.305,0.481
0.313,0.486,0.0,0.298,0.483
0.325,0.461,1.0,0.313,0.486
0.322,0.46,0.0,0.325,0.461
0.329,0.468,0.0,0.322,0.46
0.319,0.483,0.0,0.329,0.468
0.334,0.48,0.0,0.319,0.483
0.341,0.469,1.0,0.334,0.48
0.34,0.46,1.0,0.341,0.469
0.351,0.464,0.0,0.34,0.46
0.344,0.455,0.0,0.351,0.464
0.324,0.457,0.0,0.344,0.455
0.312,0.448,0.0,0.324,0.457
0.309,0.442,0.0,0.312,0.448
0.315,0.432,0.0,0.309,0.442
0.307,0.419,0.0,0.315,0.432
0.3,0.423,0.0,0.307,0.419
0.315,0.434,0.0,0.3,0.423
0.322,0.427,0.0,0.315,0.434
0.304,0.437,1.0,0.322,0.427
0.304,0.451,1.0,0.304,0.437
0.331,0.446,1.0,0.304,0.451
0.329,0.457,0.0,0.331,0.446
0.327,0.463,0.0,0.329,0.457
0.343,0.467,0.0,0.327,0.463
0.332,0.467,0.0,0.343,0.467
0.305,0.49,1.0,0.332,0.467
0.301,0.508,0.0,0.305,0.49
0.302,0.501,0.0,0.301,0.508
0.297,0.493,0.0,0.302,0.501
0.302,0.482,1.0,0.297,0.493
0.308,0.475,1.0,0.302,0.482
0.308,0.468,1.0,0.308,0.475
0.31,0.458,1.0,0.308,0.468
0.308,0.447,1.0,0.31,0.458
0.315,0.443,1.0,0.308,0.447
0.32,0.445,1.0,0.315,0.443
0.32,0.408,1.0,0.32,0.445
0.334,0.418,1.0,0.32,0.408
0.332,0.435,1.0,0.334,0.418
0.333,0.441,1.0,0.332,0.435
0.329,0.437,2.0,0.333,0.441
0.327,0.445,1.0,0.329,0.437
0.322,0.449,2.0,0.327,0.445
0.319,0.453,2.0,0.322,0.449
0.322,0.452,2.0,0.319,0.453
0.329,0.447,2.0,0.322,0.452
0.33,0.458,2.0,0.329,0.447
0.327,0.444,2.0,0.33,0.458
0.317,0.439,2.0,0.327,0.444
0.336,0.435,2.0,0.317,0.439
0.333,0.444,2.0,0.336,0.435
0.322,0.447,2.0,0.333,0.444
0.324,0.432,1.0,0.322,0.447
0.321,0.433,1.0,0.324,0.432
0.32,0.437,1.0,0.321,0.433
0.327,0.438,1.0,0.32,0.437
0.325,0.448,1.0,0.327,0.438
0.328,0.449,1.0,0.325,0.448
0.331,0.461,1.0,0.328,0.449
0.316,0.469,1.0,0.331,0.461
0.326,0.452,1.0,0.316,0.469
0.318,0.44,1.0,0.326,0.452
0.316,0.45,1.0,0.318,0.44
0.312,0.447,1.0,0.316,0.45
0.312,0.463,1.0,0.312,0.447
0.316,0.463,1.0,0.312,0.463
0.331,0.453,1.0,0.316,0.463
0.341,0.453,2.0,0.331,0.453
