3cc39f92-e725-4db2-ad28-da3438ddc495_(t),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),3cc39f92-e725-4db2-ad28-da3438ddc495_(t-1),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t-1)
0.281,0.428,0.0,0.273,0.44
0.273,0.425,0.0,0.281,0.428
0.258,0.408,0.0,0.273,0.425
0.271,0.391,0.0,0.258,0.408
0.265,0.377,0.0,0.271,0.391
0.262,0.38,0.0,0.265,0.377
0.267,0.39,0.0,0.262,0.38
0.268,0.383,0.0,0.267,0.39
0.266,0.389,0.0,0.268,0.383
0.271,0.399,0.0,0.266,0.389
0.27,0.401,0.0,0.271,0.399
0.267,0.397,0.0,0.27,0.401
0.259,0.394,0.0,0.267,0.397
0.257,0.396,0.0,0.259,0.394
0.257,0.409,0.0,0.257,0.396
0.256,0.418,0.0,0.257,0.409
0.265,0.407,0.0,0.256,0.418
0.26,0.391,0.0,0.265,0.407
0.264,0.384,0.0,0.26,0.391
0.271,0.389,0.0,0.264,0.384
0.265,0.396,0.0,0.271,0.389
0.264,0.412,0.0,0.265,0.396
0.256,0.417,0.0,0.264,0.412
0.265,0.428,0.0,0.256,0.417
0.25,0.431,0.0,0.265,0.428
0.256,0.421,0.0,0.25,0.431
0.259,0.422,0.0,0.256,0.421
0.259,0.427,0.0,0.259,0.422
0.269,0.434,0.0,0.259,0.427
0.27,0.445,0.0,0.269,0.434
0.267,0.433,0.0,0.27,0.445
0.267,0.428,0.0,0.267,0.433
0.26,0.417,0.0,0.267,0.428
0.268,0.413,0.0,0.26,0.417
0.258,0.393,0.0,0.268,0.413
0.252,0.393,0.0,0.258,0.393
0.256,0.398,0.0,0.252,0.393
0.265,0.397,0.0,0.256,0.398
0.266,0.407,0.0,0.265,0.397
0.268,0.396,0.0,0.266,0.407
0.276,0.409,0.0,0.268,0.396
0.274,0.408,0.0,0.276,0.409
0.279,0.416,0.0,0.274,0.408
0.283,0.42,0.0,0.279,0.416
0.281,0.417,0.0,0.283,0.42
0.274,0.414,0.0,0.281,0.417
0.271,0.412,0.0,0.274,0.414
0.275,0.416,0.0,0.271,0.412
0.277,0.421,0.0,0.275,0.416
0.262,0.402,0.0,0.277,0.421
0.259,0.394,0.0,0.262,0.402
0.26,0.391,0.0,0.259,0.394
0.257,0.396,0.0,0.26,0.391
0.256,0.395,0.0,0.257,0.396
0.262,0.391,0.0,0.256,0.395
0.252,0.399,0.0,0.262,0.391
0.255,0.407,0.0,0.252,0.399
0.261,0.405,0.0,0.255,0.407
0.267,0.395,0.0,0.261,0.405
0.274,0.391,0.0,0.267,0.395
0.272,0.409,0.0,0.274,0.391
0.273,0.4,0.0,0.272,0.409
0.274,0.413,0.0,0.273,0.4
0.277,0.403,0.0,0.274,0.413
0.282,0.406,0.0,0.277,0.403
0.286,0.409,0.0,0.282,0.406
0.272,0.417,0.0,0.286,0.409
0.277,0.41,0.0,0.272,0.417
0.274,0.418,0.0,0.277,0.41
0.27,0.428,0.0,0.274,0.418
0.26,0.411,0.0,0.27,0.428
0.254,0.416,0.0,0.26,0.411
0.259,0.409,0.0,0.254,0.416
0.255,0.398,0.0,0.259,0.409
0.258,0.411,0.0,0.255,0.398
0.266,0.409,0.0,0.258,0.411
0.265,0.408,0.0,0.266,0.409
0.264,0.408,0.0,0.265,0.408
0.268,0.407,0.0,0.264,0.408
0.283,0.4,0.0,0.268,0.407
0.283,0.399,0.0,0.283,0.4
0.283,0.42,0.0,0.283,0.399
0.294,0.414,0.0,0.283,0.42
0.296,0.41,0.0,0.294,0.414
0.295,0.41,0.0,0.296,0.41
0.292,0.412,0.0,0.295,0.41
0.302,0.418,0.0,0.292,0.412
0.298,0.431,0.0,0.302,0.418
0.282,0.419,0.0,0.298,0.431
0.277,0.414,1.0,0.282,0.419
0.287,0.45,0.0,0.277,0.414
0.286,0.435,1.0,0.287,0.45
0.282,0.434,0.0,0.286,0.435
0.276,0.437,1.0,0.282,0.434
0.297,0.45,1.0,0.276,0.437
0.293,0.435,1.0,0.297,0.45
0.29,0.436,1.0,0.293,0.435
0.28,0.419,1.0,0.29,0.436
0.282,0.416,1.0,0.28,0.419
0.286,0.423,1.0,0.282,0.416
0.275,0.381,0.0,0.286,0.423
0.274,0.385,0.0,0.275,0.381
0.27,0.382,0.0,0.274,0.385
0.278,0.39,0.0,0.27,0.382
0.283,0.383,0.0,0.278,0.39
0.287,0.386,0.0,0.283,0.383
0.289,0.387,1.0,0.287,0.386
0.29,0.389,0.0,0.289,0.387
0.291,0.399,0.0,0.29,0.389
0.291,0.414,0.0,0.291,0.399
0.296,0.418,0.0,0.291,0.414
0.299,0.432,0.0,0.296,0.418
0.278,0.441,1.0,0.299,0.432
0.28,0.44,1.0,0.278,0.441
0.279,0.44,1.0,0.28,0.44
0.278,0.429,1.0,0.279,0.44
0.28,0.415,1.0,0.278,0.429
0.279,0.41,1.0,0.28,0.415
0.283,0.409,1.0,0.279,0.41
0.279,0.386,0.0,0.283,0.409
0.279,0.385,1.0,0.279,0.386
0.298,0.39,0.0,0.279,0.385
0.287,0.391,0.0,0.298,0.39
0.282,0.399,0.0,0.287,0.391
0.277,0.401,1.0,0.282,0.399
0.271,0.408,0.0,0.277,0.401
0.272,0.41,1.0,0.271,0.408
0.271,0.415,1.0,0.272,0.41
0.277,0.415,1.0,0.271,0.415
0.281,0.421,0.0,0.277,0.415
0.281,0.43,1.0,0.281,0.421
0.303,0.412,1.0,0.281,0.43
0.305,0.413,1.0,0.303,0.412
0.292,0.41,0.0,0.305,0.413
0.277,0.4,1.0,0.292,0.41
0.286,0.393,1.0,0.277,0.4
0.288,0.403,1.0,0.286,0.393
0.285,0.397,0.0,0.288,0.403
0.283,0.41,0.0,0.285,0.397
0.289,0.412,0.0,0.283,0.41
0.298,0.393,1.0,0.289,0.412
0.287,0.395,0.0,0.298,0.393
0.295,0.378,0.0,0.287,0.395
0.296,0.385,0.0,0.295,0.378
0.294,0.379,1.0,0.296,0.385
0.296,0.394,0.0,0.294,0.379
0.293,0.404,0.0,0.296,0.394
0.3,0.413,0.0,0.293,0.404
0.307,0.405,0.0,0.3,0.413
0.302,0.406,0.0,0.307,0.405
0.293,0.415,0.0,0.302,0.406
0.287,0.409,0.0,0.293,0.415
0.287,0.418,0.0,0.287,0.409
0.286,0.429,0.0,0.287,0.418
0.286,0.433,0.0,0.286,0.429
0.285,0.425,0.0,0.286,0.433
0.296,0.429,0.0,0.285,0.425
0.293,0.419,0.0,0.296,0.429
0.298,0.43,0.0,0.293,0.419
0.297,0.419,0.0,0.298,0.43
0.289,0.429,0.0,0.297,0.419
0.296,0.426,0.0,0.289,0.429
0.294,0.415,0.0,0.296,0.426
0.295,0.427,0.0,0.294,0.415
0.293,0.42,0.0,0.295,0.427
0.289,0.415,0.0,0.293,0.42
0.288,0.395,0.0,0.289,0.415
0.281,0.415,0.0,0.288,0.395
0.286,0.411,0.0,0.281,0.415
0.28,0.408,0.0,0.286,0.411
0.286,0.402,0.0,0.28,0.408
0.301,0.4,0.0,0.286,0.402
0.294,0.403,0.0,0.301,0.4
0.296,0.401,0.0,0.294,0.403
0.31,0.398,0.0,0.296,0.401
0.3,0.4,0.0,0.31,0.398
0.294,0.405,0.0,0.3,0.4
0.304,0.395,0.0,0.294,0.405
0.304,0.389,0.0,0.304,0.395
0.295,0.389,0.0,0.304,0.389
0.283,0.4,0.0,0.295,0.389
0.286,0.398,0.0,0.283,0.4
0.28,0.407,0.0,0.286,0.398
0.276,0.404,0.0,0.28,0.407
0.288,0.416,1.0,0.276,0.404
0.289,0.412,1.0,0.288,0.416
0.29,0.412,0.0,0.289,0.412
0.281,0.428,0.0,0.29,0.412
0.293,0.422,0.0,0.281,0.428
0.286,0.414,0.0,0.293,0.422
0.287,0.413,0.0,0.286,0.414
0.29,0.412,0.0,0.287,0.413
0.288,0.407,0.0,0.29,0.412
0.286,0.416,0.0,0.288,0.407
0.286,0.409,0.0,0.286,0.416
0.28,0.401,0.0,0.286,0.409
0.282,0.401,0.0,0.28,0.401
0.29,0.395,1.0,0.282,0.401
0.287,0.408,0.0,0.29,0.395
0.287,0.409,1.0,0.287,0.408
0.288,0.421,1.0,0.287,0.409
0.281,0.42,1.0,0.288,0.421
0.28,0.415,1.0,0.281,0.42
0.286,0.415,0.0,0.28,0.415
0.288,0.42,0.0,0.286,0.415
0.281,0.418,0.0,0.288,0.42
0.285,0.429,0.0,0.281,0.418
0.297,0.446,0.0,0.285,0.429
0.304,0.44,0.0,0.297,0.446
0.299,0.453,0.0,0.304,0.44
0.279,0.44,0.0,0.299,0.453
0.296,0.438,0.0,0.279,0.44
0.295,0.446,0.0,0.296,0.438
0.287,0.46,0.0,0.295,0.446
0.292,0.452,0.0,0.287,0.46
0.303,0.454,0.0,0.292,0.452
0.295,0.446,0.0,0.303,0.454
0.287,0.429,0.0,0.295,0.446
0.282,0.435,0.0,0.287,0.429
0.282,0.431,0.0,0.282,0.435
0.275,0.435,0.0,0.282,0.431
0.282,0.436,1.0,0.275,0.435
0.282,0.434,0.0,0.282,0.436
0.284,0.444,1.0,0.282,0.434
0.28,0.417,1.0,0.284,0.444
0.278,0.415,1.0,0.28,0.417
0.28,0.412,1.0,0.278,0.415
0.281,0.402,0.0,0.28,0.412
0.288,0.393,0.0,0.281,0.402
0.299,0.384,0.0,0.288,0.393
0.3,0.378,0.0,0.299,0.384
0.284,0.382,0.0,0.3,0.378
0.289,0.383,0.0,0.284,0.382
0.29,0.383,1.0,0.289,0.383
0.288,0.389,1.0,0.29,0.383
0.286,0.391,0.0,0.288,0.389
0.291,0.39,0.0,0.286,0.391
0.292,0.389,0.0,0.291,0.39
0.291,0.404,0.0,0.292,0.389
0.294,0.426,0.0,0.291,0.404
0.294,0.423,1.0,0.294,0.426
0.282,0.417,1.0,0.294,0.423
0.288,0.416,1.0,0.282,0.417
0.284,0.416,1.0,0.288,0.416
0.282,0.415,1.0,0.284,0.416
0.286,0.41,1.0,0.282,0.415
0.296,0.404,0.0,0.286,0.41
0.299,0.415,1.0,0.296,0.404
0.29,0.406,0.0,0.299,0.415
0.295,0.401,0.0,0.29,0.406
0.286,0.396,0.0,0.295,0.401
0.281,0.413,0.0,0.286,0.396
0.285,0.413,0.0,0.281,0.413
0.281,0.423,1.0,0.285,0.413
0.283,0.423,1.0,0.281,0.423
0.286,0.413,1.0,0.283,0.423
0.289,0.406,1.0,0.286,0.413
0.285,0.402,2.0,0.289,0.406
0.287,0.398,1.0,0.285,0.402
0.278,0.395,1.0,0.287,0.398
0.278,0.404,1.0,0.278,0.395
0.281,0.396,0.0,0.278,0.404
0.294,0.394,0.0,0.281,0.396
0.284,0.407,0.0,0.294,0.394
0.282,0.413,0.0,0.284,0.407
0.272,0.412,0.0,0.282,0.413
0.27,0.423,1.0,0.272,0.412
0.271,0.438,1.0,0.27,0.423
0.277,0.441,1.0,0.271,0.438
0.275,0.435,0.0,0.277,0.441
0.272,0.432,0.0,0.275,0.435
0.28,0.43,0.0,0.272,0.432
0.275,0.417,0.0,0.28,0.43
0.282,0.422,0.0,0.275,0.417
0.291,0.412,0.0,0.282,0.422
0.278,0.41,0.0,0.291,0.412
0.282,0.413,0.0,0.278,0.41
0.282,0.397,0.0,0.282,0.413
0.282,0.399,0.0,0.282,0.397
0.288,0.406,0.0,0.282,0.399
0.29,0.403,0.0,0.288,0.406
0.284,0.384,0.0,0.29,0.403
0.289,0.404,0.0,0.284,0.384
0.282,0.414,0.0,0.289,0.404
0.285,0.403,1.0,0.282,0.414
0.293,0.426,1.0,0.285,0.403
0.286,0.416,1.0,0.293,0.426
0.293,0.409,0.0,0.286,0.416
0.28,0.413,0.0,0.293,0.409
0.283,0.417,0.0,0.28,0.413
0.286,0.422,0.0,0.283,0.417
0.299,0.415,0.0,0.286,0.422
0.315,0.404,0.0,0.299,0.415
0.308,0.388,0.0,0.315,0.404
0.319,0.389,0.0,0.308,0.388
0.324,0.367,0.0,0.319,0.389
0.313,0.376,0.0,0.324,0.367
0.309,0.376,0.0,0.313,0.376
0.287,0.382,0.0,0.309,0.376
0.295,0.377,0.0,0.287,0.382
0.295,0.371,0.0,0.295,0.377
0.319,0.393,0.0,0.295,0.371
0.314,0.405,0.0,0.319,0.393
0.309,0.411,0.0,0.314,0.405
0.301,0.415,0.0,0.309,0.411
0.292,0.422,0.0,0.301,0.415
0.287,0.43,0.0,0.292,0.422
0.277,0.434,0.0,0.287,0.43
0.28,0.44,0.0,0.277,0.434
0.278,0.434,0.0,0.28,0.44
0.273,0.429,0.0,0.278,0.434
0.275,0.426,0.0,0.273,0.429
0.273,0.424,0.0,0.275,0.426
0.284,0.429,0.0,0.273,0.424
0.283,0.43,0.0,0.284,0.429
0.27,0.43,0.0,0.283,0.43
