3cc39f92-e725-4db2-ad28-da3438ddc495_(t),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t),14fbfb3c-b94c-42dc-80a8-87e043d31b51_(t),3cc39f92-e725-4db2-ad28-da3438ddc495_(t-1),cc68ecef-13d8-44d0-8734-8e1d93b536e2_(t-1)
0.278,0.399,0.0,0.281,0.402
0.286,0.392,0.0,0.278,0.399
0.284,0.391,0.0,0.286,0.392
0.273,0.385,0.0,0.284,0.391
0.261,0.383,0.0,0.273,0.385
0.267,0.373,0.0,0.261,0.383
0.268,0.371,0.0,0.267,0.373
0.266,0.376,0.0,0.268,0.371
0.272,0.385,0.0,0.266,0.376
0.272,0.396,0.0,0.272,0.385
0.278,0.408,0.0,0.272,0.396
0.277,0.402,0.0,0.278,0.408
0.274,0.402,0.0,0.277,0.402
0.274,0.398,0.0,0.274,0.402
0.277,0.404,0.0,0.274,0.398
0.27,0.413,0.0,0.277,0.404
0.271,0.423,0.0,0.27,0.413
0.279,0.424,0.0,0.271,0.423
0.27,0.421,0.0,0.279,0.424
0.278,0.419,0.0,0.27,0.421
0.268,0.412,0.0,0.278,0.419
0.28,0.413,0.0,0.268,0.412
0.28,0.425,0.0,0.28,0.413
0.276,0.424,0.0,0.28,0.425
0.28,0.427,0.0,0.276,0.424
0.278,0.421,0.0,0.28,0.427
0.276,0.427,0.0,0.278,0.421
0.272,0.418,0.0,0.276,0.427
0.281,0.417,0.0,0.272,0.418
0.276,0.42,0.0,0.281,0.417
0.282,0.421,0.0,0.276,0.42
0.273,0.431,0.0,0.282,0.421
0.277,0.428,0.0,0.273,0.431
0.273,0.431,0.0,0.277,0.428
0.282,0.448,0.0,0.273,0.431
0.275,0.442,0.0,0.282,0.448
0.274,0.433,0.0,0.275,0.442
0.263,0.428,0.0,0.274,0.433
0.264,0.437,0.0,0.263,0.428
0.26,0.428,0.0,0.264,0.437
0.271,0.422,0.0,0.26,0.428
0.265,0.421,0.0,0.271,0.422
0.268,0.416,0.0,0.265,0.421
0.269,0.413,0.0,0.268,0.416
0.266,0.393,0.0,0.269,0.413
0.272,0.384,0.0,0.266,0.393
0.283,0.387,0.0,0.272,0.384
0.278,0.393,0.0,0.283,0.387
0.287,0.389,0.0,0.278,0.393
0.285,0.4,0.0,0.287,0.389
0.288,0.411,0.0,0.285,0.4
0.291,0.409,0.0,0.288,0.411
0.287,0.414,0.0,0.291,0.409
0.284,0.416,0.0,0.287,0.414
0.294,0.428,0.0,0.284,0.416
0.288,0.442,0.0,0.294,0.428
0.284,0.445,0.0,0.288,0.442
0.281,0.438,0.0,0.284,0.445
0.293,0.427,0.0,0.281,0.438
0.295,0.435,0.0,0.293,0.427
0.297,0.429,0.0,0.295,0.435
0.281,0.435,0.0,0.297,0.429
0.269,0.429,0.0,0.281,0.435
0.27,0.426,0.0,0.269,0.429
0.277,0.429,0.0,0.27,0.426
0.278,0.428,0.0,0.277,0.429
0.281,0.438,0.0,0.278,0.428
0.285,0.437,0.0,0.281,0.438
0.3,0.445,0.0,0.285,0.437
0.301,0.441,0.0,0.3,0.445
0.309,0.43,0.0,0.301,0.441
0.288,0.449,0.0,0.309,0.43
0.293,0.45,0.0,0.288,0.449
0.293,0.458,0.0,0.293,0.45
0.287,0.454,0.0,0.293,0.458
0.277,0.441,0.0,0.287,0.454
0.272,0.434,0.0,0.277,0.441
0.272,0.433,0.0,0.272,0.434
0.276,0.438,0.0,0.272,0.433
0.283,0.449,0.0,0.276,0.438
0.274,0.462,0.0,0.283,0.449
0.275,0.47,0.0,0.274,0.462
0.274,0.47,0.0,0.275,0.47
0.277,0.462,0.0,0.274,0.47
0.279,0.467,0.0,0.277,0.462
0.279,0.469,0.0,0.279,0.467
0.274,0.477,0.0,0.279,0.469
0.275,0.475,0.0,0.274,0.477
0.278,0.475,0.0,0.275,0.475
0.279,0.483,0.0,0.278,0.475
0.27,0.468,0.0,0.279,0.483
0.276,0.483,0.0,0.27,0.468
0.264,0.469,0.0,0.276,0.483
0.265,0.462,0.0,0.264,0.469
0.263,0.463,0.0,0.265,0.462
0.267,0.467,1.0,0.263,0.463
0.274,0.468,1.0,0.267,0.467
0.272,0.472,1.0,0.274,0.468
0.272,0.461,1.0,0.272,0.472
0.276,0.452,0.0,0.272,0.461
0.279,0.442,0.0,0.276,0.452
0.274,0.439,0.0,0.279,0.442
0.28,0.409,0.0,0.274,0.439
0.278,0.412,0.0,0.28,0.409
0.276,0.431,0.0,0.278,0.412
0.275,0.442,0.0,0.276,0.431
0.273,0.438,0.0,0.275,0.442
0.268,0.435,0.0,0.273,0.438
0.276,0.432,0.0,0.268,0.435
0.276,0.429,0.0,0.276,0.432
0.28,0.436,0.0,0.276,0.429
0.275,0.434,0.0,0.28,0.436
0.261,0.45,0.0,0.275,0.434
0.269,0.452,0.0,0.261,0.45
0.274,0.463,0.0,0.269,0.452
0.272,0.451,0.0,0.274,0.463
0.27,0.452,0.0,0.272,0.451
0.281,0.447,0.0,0.27,0.452
0.29,0.446,0.0,0.281,0.447
0.28,0.452,0.0,0.29,0.446
0.282,0.481,0.0,0.28,0.452
0.289,0.476,0.0,0.282,0.481
0.284,0.472,0.0,0.289,0.476
0.287,0.47,0.0,0.284,0.472
0.287,0.465,0.0,0.287,0.47
0.291,0.441,0.0,0.287,0.465
0.286,0.46,0.0,0.291,0.441
0.292,0.471,0.0,0.286,0.46
0.292,0.477,0.0,0.292,0.471
0.29,0.496,1.0,0.292,0.477
0.28,0.49,1.0,0.29,0.496
0.286,0.485,1.0,0.28,0.49
0.287,0.481,1.0,0.286,0.485
0.289,0.492,0.0,0.287,0.481
0.293,0.493,0.0,0.289,0.492
0.298,0.488,1.0,0.293,0.493
0.308,0.47,0.0,0.298,0.488
0.308,0.498,1.0,0.308,0.47
0.286,0.49,0.0,0.308,0.498
0.297,0.484,1.0,0.286,0.49
0.29,0.472,0.0,0.297,0.484
0.297,0.475,1.0,0.29,0.472
0.291,0.472,0.0,0.297,0.475
0.291,0.474,0.0,0.291,0.472
0.287,0.477,0.0,0.291,0.474
0.291,0.485,0.0,0.287,0.477
0.29,0.506,0.0,0.291,0.485
0.295,0.497,0.0,0.29,0.506
0.296,0.463,0.0,0.295,0.497
0.285,0.489,0.0,0.296,0.463
0.287,0.482,0.0,0.285,0.489
0.285,0.485,0.0,0.287,0.482
0.28,0.469,0.0,0.285,0.485
0.274,0.48,0.0,0.28,0.469
0.27,0.47,0.0,0.274,0.48
0.269,0.451,1.0,0.27,0.47
0.268,0.441,0.0,0.269,0.451
0.282,0.432,0.0,0.268,0.441
0.281,0.454,1.0,0.282,0.432
0.283,0.446,1.0,0.281,0.454
0.28,0.441,0.0,0.283,0.446
0.284,0.425,0.0,0.28,0.441
0.284,0.436,1.0,0.284,0.425
0.287,0.444,1.0,0.284,0.436
0.282,0.439,0.0,0.287,0.444
0.28,0.467,0.0,0.282,0.439
0.279,0.469,0.0,0.28,0.467
0.282,0.469,0.0,0.279,0.469
0.284,0.454,0.0,0.282,0.469
0.289,0.444,0.0,0.284,0.454
0.284,0.434,0.0,0.289,0.444
0.282,0.45,0.0,0.284,0.434
0.289,0.44,0.0,0.282,0.45
0.272,0.443,0.0,0.289,0.44
0.303,0.434,0.0,0.272,0.443
0.301,0.433,0.0,0.303,0.434
0.291,0.424,0.0,0.301,0.433
0.283,0.454,0.0,0.291,0.424
0.272,0.449,0.0,0.283,0.454
0.27,0.44,0.0,0.272,0.449
0.267,0.443,0.0,0.27,0.44
0.268,0.436,0.0,0.267,0.443
0.27,0.434,0.0,0.268,0.436
0.275,0.426,0.0,0.27,0.434
0.276,0.43,0.0,0.275,0.426
0.277,0.424,0.0,0.276,0.43
0.272,0.42,0.0,0.277,0.424
0.278,0.402,0.0,0.272,0.42
0.28,0.398,0.0,0.278,0.402
0.274,0.401,0.0,0.28,0.398
0.269,0.407,0.0,0.274,0.401
0.27,0.403,0.0,0.269,0.407
0.268,0.417,0.0,0.27,0.403
0.274,0.42,0.0,0.268,0.417
0.267,0.435,0.0,0.274,0.42
0.281,0.429,0.0,0.267,0.435
0.283,0.438,0.0,0.281,0.429
0.272,0.438,0.0,0.283,0.438
0.27,0.439,0.0,0.272,0.438
0.275,0.471,0.0,0.27,0.439
0.271,0.47,0.0,0.275,0.471
0.266,0.481,0.0,0.271,0.47
0.264,0.461,0.0,0.266,0.481
0.275,0.459,0.0,0.264,0.461
0.283,0.46,0.0,0.275,0.459
0.287,0.451,0.0,0.283,0.46
0.291,0.448,0.0,0.287,0.451
0.293,0.44,0.0,0.291,0.448
0.303,0.428,0.0,0.293,0.44
0.307,0.437,0.0,0.303,0.428
0.315,0.423,0.0,0.307,0.437
0.298,0.43,0.0,0.315,0.423
0.29,0.438,0.0,0.298,0.43
0.282,0.452,0.0,0.29,0.438
0.272,0.439,0.0,0.282,0.452
0.269,0.435,0.0,0.272,0.439
0.272,0.444,0.0,0.269,0.435
0.278,0.453,0.0,0.272,0.444
0.269,0.449,0.0,0.278,0.453
0.292,0.444,0.0,0.269,0.449
0.282,0.436,0.0,0.292,0.444
0.283,0.435,0.0,0.282,0.436
0.278,0.423,0.0,0.283,0.435
0.288,0.42,0.0,0.278,0.423
0.303,0.432,0.0,0.288,0.42
0.297,0.442,0.0,0.303,0.432
0.289,0.432,0.0,0.297,0.442
0.282,0.428,0.0,0.289,0.432
0.273,0.418,0.0,0.282,0.428
0.266,0.415,0.0,0.273,0.418
0.256,0.425,0.0,0.266,0.415
0.268,0.419,0.0,0.256,0.425
0.264,0.425,0.0,0.268,0.419
0.259,0.427,0.0,0.264,0.425
0.266,0.426,0.0,0.259,0.427
0.272,0.426,0.0,0.266,0.426
0.27,0.434,0.0,0.272,0.426
0.27,0.424,0.0,0.27,0.434
0.272,0.42,0.0,0.27,0.424
0.271,0.43,0.0,0.272,0.42
0.28,0.429,0.0,0.271,0.43
0.268,0.445,0.0,0.28,0.429
0.266,0.445,0.0,0.268,0.445
0.255,0.461,0.0,0.266,0.445
0.26,0.457,0.0,0.255,0.461
0.261,0.468,0.0,0.26,0.457
0.262,0.49,0.0,0.261,0.468
0.266,0.495,0.0,0.262,0.49
0.288,0.499,0.0,0.266,0.495
0.282,0.5,0.0,0.288,0.499
0.282,0.515,0.0,0.282,0.5
0.29,0.491,0.0,0.282,0.515
0.289,0.483,0.0,0.29,0.491
0.292,0.479,0.0,0.289,0.483
0.294,0.462,0.0,0.292,0.479
0.291,0.457,0.0,0.294,0.462
0.283,0.438,0.0,0.291,0.457
0.274,0.442,0.0,0.283,0.438
0.263,0.431,0.0,0.274,0.442
0.266,0.429,0.0,0.263,0.431
0.272,0.438,0.0,0.266,0.429
0.269,0.433,0.0,0.272,0.438
0.269,0.434,0.0,0.269,0.433
0.273,0.417,0.0,0.269,0.434
0.276,0.42,0.0,0.273,0.417
0.268,0.409,0.0,0.276,0.42
0.269,0.413,0.0,0.268,0.409
0.27,0.409,0.0,0.269,0.413
0.27,0.419,0.0,0.27,0.409
0.276,0.422,0.0,0.27,0.419
0.282,0.419,0.0,0.276,0.422
0.282,0.428,0.0,0.282,0.419
0.282,0.444,0.0,0.282,0.428
0.288,0.457,0.0,0.282,0.444
0.291,0.478,0.0,0.288,0.457
0.288,0.471,0.0,0.291,0.478
0.282,0.467,0.0,0.288,0.471
0.277,0.466,0.0,0.282,0.467
0.268,0.458,0.0,0.277,0.466
0.271,0.472,0.0,0.268,0.458
0.277,0.474,0.0,0.271,0.472
0.267,0.472,0.0,0.277,0.474
0.268,0.458,0.0,0.267,0.472
0.271,0.447,0.0,0.268,0.458
0.264,0.439,0.0,0.271,0.447
0.279,0.446,0.0,0.264,0.439
0.283,0.461,0.0,0.279,0.446
0.293,0.469,0.0,0.283,0.461
0.296,0.466,0.0,0.293,0.469
0.299,0.463,0.0,0.296,0.466
0.292,0.449,0.0,0.299,0.463
0.286,0.444,0.0,0.292,0.449
0.26,0.439,0.0,0.286,0.444
0.266,0.463,0.0,0.26,0.439
0.286,0.437,0.0,0.266,0.463
0.28,0.433,0.0,0.286,0.437
0.28,0.414,0.0,0.28,0.433
0.268,0.413,0.0,0.28,0.414
0.267,0.403,0.0,0.268,0.413
0.274,0.408,0.0,0.267,0.403
0.266,0.412,0.0,0.274,0.408
0.275,0.42,0.0,0.266,0.412
0.278,0.429,0.0,0.275,0.42
0.275,0.435,0.0,0.278,0.429
0.284,0.429,0.0,0.275,0.435
0.284,0.437,0.0,0.284,0.429
0.282,0.453,0.0,0.284,0.437
0.299,0.466,0.0,0.282,0.453
0.294,0.46,0.0,0.299,0.466
0.299,0.457,0.0,0.294,0.46
0.301,0.464,0.0,0.299,0.457
0.295,0.458,0.0,0.301,0.464
0.287,0.456,0.0,0.295,0.458
0.27,0.449,0.0,0.287,0.456
0.269,0.452,0.0,0.27,0.449
0.285,0.448,0.0,0.269,0.452
